signal_time,direction,signal_type,net_profit_bps,mfe_bps,mae_bps,exit_reason,exit_bar,is_winner,rsi,atr_percentile,ema_separation,bull_market,bear_market,price_vs_sma_pct,bar_range_avg_10,vol_ratio,recent_volatility,recent_trend_bps,hour_utc,day_of_week,signal_bar_range_bps
2024-01-08 18:30:00,SHORT,BULL_SHORT,-6.913703930578439,31.08629606942156,-70.59370669285698,TRAILING_STOP,1,False,93.28189617924838,99.5,1.2695932895996491,True,False,6.330706040051807,57.56845280225242,1.116601621703759,25.490303643491583,222.414378953371,18,0,213.70794050953364
2024-01-13 06:15:00,SHORT,V12_SHORT,-17.361504527513485,20.638495472486515,-18.57441374506617,TRAILING_STOP,1,False,83.77891484117984,8.0,3.594384747079163,False,True,-5.051730960718537,31.320437459721166,1.0802887932877003,12.500689573892565,102.32588921739735,6,5,35.451582203023015
2024-01-15 03:15:00,SHORT,V12_SHORT,11.887369286022,27.887369286022,-48.52895006929013,TIGHT_TS,6,True,81.01489275256718,75.5,1.3069716765829429,False,True,-0.3719435984226916,31.615389765786347,0.8135495129184356,17.355693608082387,36.95859128779192,3,0,55.15998578060642
2024-01-19 06:45:00,SHORT,V12_SHORT,63.731860989569185,79.73186098956918,-3.151371184025781,TIGHT_TS,6,True,86.56420010349218,45.0,1.72628101919515,False,True,-1.859167493613321,22.06445132080656,1.3893675495616082,11.943071047935852,44.650835275835135,6,4,38.894246998120494
2024-01-23 03:00:00,SHORT,V12_SHORT,-5.561406076296244,32.438593923703756,-16.73164275013272,TRAILING_STOP,4,False,86.2675579853309,51.5,1.8580387215271412,False,True,-2.435353645165131,29.445536035992916,0.8270769632206366,13.583072145116876,77.55553408921568,3,1,21.620748339176775
2024-01-23 09:00:00,LONG,BEAR_LONG,8.431930258438435,36.431930258438435,-55.5526872574119,TRAILING_STOP,2,True,8.391049547149834,69.0,1.8155382082778777,False,True,-4.338919602811627,42.40360553198481,1.8801738125307197,14.610062317453178,-143.53022566381134,9,1,101.87090048028095
2024-01-28 05:00:00,SHORT,BULL_SHORT,86.30091643498352,102.30091643498352,0.0,TIGHT_TS,6,True,93.1609409749568,63.5,1.2839001912946437,True,False,2.796750348831842,25.99556542297794,2.060638669790076,16.21862575755356,144.83832972377328,5,6,35.85703988692025
2024-01-30 23:45:00,LONG,V12_LONG,-1.5172131128449955,26.482786887155005,-20.31387179182553,TRAILING_STOP,2,False,19.916670005207706,85.0,0.886203912392258,True,False,0.09215993125396116,34.235499426356924,2.5309640453294016,20.966956848560354,-197.3137236888486,23,1,65.20326680033936
2024-02-09 02:45:00,SHORT,BULL_SHORT,76.94975804371269,92.94975804371269,-0.7605019485694998,TIGHT_TS,6,True,90.1811750835136,66.0,1.8645458263948786,True,False,4.728216068262514,31.549487634528635,2.2518558796367834,23.162919127080993,133.4766033366504,2,4,92.61917894758113
2024-02-12 03:45:00,LONG,V12_LONG,-8.017862706407666,7.982137293592333,-25.381659570048207,TIGHT_TS,6,False,19.96791705176824,78.5,1.012984363067561,True,False,0.6886652971948628,26.206454356048617,0.4103754533048431,17.59742386181472,-51.163664926066865,3,0,16.2031363589162
2024-02-13 14:00:00,LONG,V12_LONG,-20.264788503033017,7.735211496966983,-85.62879127142521,TRAILING_STOP,1,False,19.924541597545513,89.5,1.5069936783475926,True,False,0.3089956476766759,41.60554901956705,1.986409359908198,14.111931304968929,-90.29727471500293,14,1,125.86003338354496
2024-02-13 15:00:00,LONG,BEAR_LONG,82.56234052020764,110.56234052020764,0.0,TRAILING_STOP,1,True,0.5752296650404816,97.5,1.2217678633950324,False,True,-1.0402853576705842,79.43989216171539,1.0258591383100626,26.846691026204393,-238.13953488372022,15,1,86.8712945349474
2024-02-14 10:00:00,SHORT,BULL_SHORT,60.32382618503996,98.32382618503996,-5.616506781368394,TRAILING_STOP,3,True,91.9227415416811,87.5,1.0531603259973712,True,False,4.0659418667334535,69.91929241867405,1.1973789456209245,57.498339731507414,352.7532514582906,10,2,33.79031207146673
2024-02-17 19:30:00,SHORT,V12_SHORT,-16.97341235647583,21.02658764352417,-29.1590726516265,TRAILING_STOP,4,False,86.74110172105351,37.5,0.5239096174869823,False,True,-0.814516681236847,23.21990626655481,1.1188367033939317,11.780517924815468,52.59564257253585,19,5,17.885242681054695
2024-02-24 05:15:00,SHORT,V12_SHORT,2.4077979774549227,18.407797977454923,-5.737495473492072,TIGHT_TS,7,True,88.84969109800628,0.5,0.5222795078490118,False,True,-0.4554467638744156,13.72715839574216,1.280163002255057,6.669446499237156,31.673234581345678,5,5,19.965625968128954
2024-02-27 03:00:00,SHORT,BULL_SHORT,124.78576103893661,162.7857610389366,-16.647134265383333,TRAILING_STOP,3,True,90.25182612665486,100.0,3.0416867172426896,True,False,8.076993812667773,78.81776984150395,0.7321386921541166,48.89038182462391,336.7351229159123,3,1,38.00933231790871
2024-02-28 08:45:00,SHORT,BULL_SHORT,64.2079308415599,102.2079308415599,0.0,TRAILING_STOP,1,True,96.83631918527948,64.0,2.8137098686093767,True,False,7.453246346995007,54.16742512549557,1.2618989755526853,24.789178879279643,299.31333371841293,8,2,114.79194905432277
2024-03-14 23:00:00,SHORT,V12_SHORT,24.203626220362622,62.20362622036262,-57.10320781031981,TRAILING_STOP,4,True,86.68686474866101,84.5,0.9389710931065224,False,True,-0.9360149132422227,59.01752519485785,0.5532223710662788,27.311902179681667,96.77857787950767,23,3,43.06833430009122
2024-03-16 00:00:00,SHORT,V12_SHORT,64.61996216247205,102.61996216247205,-28.234821991629882,TRAILING_STOP,5,True,83.49374536354574,39.5,1.6805757152285175,False,True,-0.9682801147141656,55.44999706958406,1.0135014624608827,35.71089950432461,201.11355302322872,0,5,76.41460757897201
2024-03-17 10:15:00,SHORT,V12_SHORT,0.3656198236682897,38.36561982366829,-17.169688535825422,TRAILING_STOP,1,True,82.96115529089559,59.5,2.1569089235278662,False,True,-1.0304251808352236,65.47196423953996,0.6803254840426931,39.133427735684705,153.93986318928177,10,6,83.12847962385828
2024-03-19 23:00:00,LONG,BEAR_LONG,13.976105908944142,41.97610590894414,-48.98127219890207,TRAILING_STOP,1,True,9.937028074983544,70.0,2.6449235222711667,False,True,-6.475897619938192,69.33876575883568,1.6084199588886012,35.90660094735135,-182.75565776394197,23,1,149.05392315143655
2024-03-20 08:45:00,SHORT,V12_SHORT,-130.3807209126435,0.0,-203.08461186148884,TIME_EXIT,10,False,80.28677664757673,45.5,2.9875423188919545,False,True,-3.713294137112768,75.95132861539449,1.0779609347046937,39.55456285419695,130.4981408225496,8,2,77.7382554693155
2024-03-23 01:30:00,SHORT,V12_SHORT,151.69541705358608,167.69541705358608,-46.88448602798359,TIGHT_TS,7,True,81.38243396443409,20.0,1.6777509863507445,False,True,-2.2896641805510485,39.23230370019165,1.6653256046667455,24.46322827761123,102.29118604430688,1,5,52.89936759543417
2024-03-23 07:00:00,SHORT,V12_SHORT,5.981973127122487,43.98197312712249,-54.79375601709705,TRAILING_STOP,5,True,87.37795147370107,10.0,1.1994609430212497,False,True,-1.0601086656784786,30.518577493429966,0.7588236151738257,13.074661844663952,27.676675173350148,7,5,75.46234951829918
2024-03-29 20:15:00,SHORT,V12_SHORT,35.25134697212112,51.25134697212112,0.0,TIGHT_TS,6,True,84.44844704125157,10.0,0.34855321420484414,False,True,-0.6852885154023212,21.294037756102764,0.7357287499989794,8.016333321881055,34.901300769737794,20,4,13.786674967579929
2024-03-30 01:00:00,SHORT,V12_SHORT,1.4912711595847092,17.49127115958471,-31.054617734178528,TIGHT_TS,6,True,84.51063082059358,2.5,0.3104477575707212,False,True,-0.33418471358655066,16.166233621382368,0.6027156144295978,8.350846950491238,36.29304875243265,1,5,24.676743098723612
2024-04-01 04:15:00,LONG,V12_LONG,-135.40373651906046,0.0,-242.70575401046403,TIME_EXIT,10,False,13.935841749959636,64.0,0.5290968215558166,True,False,0.4772530548579501,16.388949847282493,0.896475910634203,9.46351234094121,-27.965560211383615,4,0,20.3069224835599
2024-04-01 21:30:00,SHORT,V12_SHORT,-20.492106526844722,17.507893473155278,-19.226688554760877,TRAILING_STOP,3,False,83.30307818155354,83.0,0.7394016955320962,False,True,-0.4986546327656982,42.26328912033729,0.42475925270115467,23.86242990693236,98.02838405279148,21,0,38.57819778740275
2024-04-03 03:45:00,SHORT,V12_SHORT,-22.025860620161176,15.974139379838823,-18.290457539276566,TRAILING_STOP,1,False,82.92072404012018,51.5,2.244472983890537,False,True,-2.1735424274508195,38.757368015157,0.4607121918789423,21.174381332466258,97.55143155426613,3,2,50.866890376092144
2024-04-08 08:45:00,SHORT,BULL_SHORT,-14.571531791907436,23.428468208092564,-94.76433970653625,TRAILING_STOP,1,False,91.91468764804024,99.5,1.0534295531503859,True,False,4.239197853011442,46.39072309607512,0.748903434602596,38.07622261492149,205.68137328801853,8,0,141.18775011116134
2024-04-08 09:30:00,SHORT,BULL_SHORT,31.221584319696632,69.22158431969663,0.0,TRAILING_STOP,2,True,90.19521928677008,100.0,1.2891282192835332,True,False,4.613460529309433,72.96575389701876,1.346188972345031,44.57271352316444,351.3476864946422,9,0,36.10334020910612
2024-04-10 06:15:00,SHORT,V12_SHORT,78.65079468831382,94.65079468831382,-8.289971035492211,TIGHT_TS,6,True,83.61714915356139,12.0,0.8889701336254571,False,True,-1.532821195954994,22.388083528038614,0.5755665691374618,10.557915098208467,12.454052903406744,6,2,34.61257271001478
2024-04-11 12:15:00,LONG,V12_LONG,115.07338974393826,143.07338974393826,0.0,TRAILING_STOP,3,True,19.610928834818637,54.50000000000001,0.6668014664492543,True,False,0.4978631359128258,36.86085454573145,1.1877369539271365,22.791575035324357,-65.07421675825691,12,3,61.64780471580279
2024-04-13 05:15:00,SHORT,V12_SHORT,22.708349293269997,60.70834929327,0.0,TRAILING_STOP,5,True,90.97381823530398,65.5,2.2519009394112466,False,True,-2.739492310540025,42.77423448305354,1.7391228499496658,19.81174178379059,181.18915792791205,5,5,20.100651032334987
2024-04-13 20:15:00,LONG,BEAR_LONG,49.90650092606214,77.90650092606214,-122.85770005683138,TRAILING_STOP,1,True,9.580754847351585,100.0,2.0753681725581345,False,True,-9.460183031437623,151.01521996072015,5.037687273725715,145.26687360074854,-627.5761128245437,20,5,244.01485085136412
2024-04-14 06:30:00,SHORT,V12_SHORT,53.043392100924464,91.04339210092446,-0.48585678607763577,TRAILING_STOP,4,True,86.0039884584661,69.5,3.4380339426551547,False,True,-3.506143804847517,57.46428233025997,0.8528524415294896,42.364049196186755,151.48384519827513,6,6,56.729563783895166
2024-04-16 08:00:00,SHORT,V12_SHORT,8.231662652937331,46.23166265293733,-7.102731119257244,TRAILING_STOP,2,True,85.45427945989273,34.5,1.835422896692489,False,True,-1.6486440041722938,46.30337805549517,1.0589713896606479,16.743587553395464,114.49073701033281,8,1,49.79801953574551
2024-04-25 18:00:00,SHORT,V12_SHORT,5.50737674338842,43.50737674338842,0.0,TRAILING_STOP,2,True,83.89679167436384,81.5,1.1912998207998813,False,True,-0.781501480062282,49.280463637770225,0.577939295742725,21.032376065763227,134.7017519732858,18,3,33.985305371871846
2024-04-29 17:15:00,SHORT,V12_SHORT,79.21681204579286,95.21681204579286,0.0,TIGHT_TS,6,True,80.96770437488759,94.0,0.6700940188451381,False,True,-0.0727227622245808,30.677799522714235,0.6411132567352869,13.195819895826968,10.252249582598093,17,0,53.76817186316392
2024-05-01 07:15:00,LONG,BEAR_LONG,-181.78733304054387,0.0,-248.48315865107858,TIME_EXIT,10,False,8.676905010917139,88.5,2.425506851267504,False,True,-6.259708801326718,58.99359510496663,6.074461995349019,54.78367374332512,-293.2768716868273,7,2,198.4623205069223
2024-05-09 02:45:00,SHORT,V12_SHORT,1.1472325144526039,39.147232514452604,-8.979214019574691,TRAILING_STOP,2,True,83.25946877271926,0.5,1.2466680038032254,False,True,-1.7761588066531098,19.598017875378936,2.0712059228966115,11.638359473794047,50.391750279542464,2,3,7.8813401002581935
2024-05-16 17:15:00,LONG,V12_LONG,43.74876946604232,71.74876946604232,-10.818780711209131,TRAILING_STOP,2,True,19.996395083796216,81.0,1.8642540902548232,True,False,1.0102089830022842,45.667723676744465,0.5288294401482567,22.2565766818652,-47.36374348881869,17,3,89.8022000295382
2024-05-20 19:45:00,SHORT,BULL_SHORT,82.91285714285705,120.91285714285705,0.0,TRAILING_STOP,3,True,92.31330728424562,99.5,1.0289929423333348,True,False,4.484100370441341,54.19491319889812,2.75172092848663,31.33944946532298,204.72037692780512,19,0,63.812866258981224
2024-05-21 17:00:00,LONG,V12_LONG,22.012457852369366,50.012457852369366,0.0,TRAILING_STOP,1,True,19.37197016165706,86.0,1.9767374274146914,True,False,1.493298636878706,50.53417574468902,0.8495854601950065,22.82477305054226,-111.95227260501842,17,1,52.21377617190811
2024-05-27 19:45:00,LONG,V12_LONG,58.75452649306193,74.75452649306193,0.0,TIGHT_TS,6,True,14.997320329569789,93.0,0.6129705273063912,True,False,0.31851362468576216,22.880685720888955,1.045011643438436,8.297994916974222,-47.234165481049125,19,0,110.74355894548597
2024-05-28 22:00:00,SHORT,V12_SHORT,28.694288615907716,44.694288615907716,-8.948190907961466,TIGHT_TS,7,True,85.44162963443432,55.00000000000001,0.5167269556998586,False,True,-0.20771346602551272,23.886119233848543,0.5545759670674074,10.267279150809841,4.545827513928434,22,1,38.82458471344078
2024-05-31 19:30:00,SHORT,V12_SHORT,31.961616558781685,47.961616558781685,0.0,TIGHT_TS,6,True,83.78422735299804,56.00000000000001,0.48376475334875774,False,True,-0.32578304987838264,24.61522486465445,1.1075863959910368,12.680738576850086,38.29716519225343,19,4,55.656048713816084
2024-06-24 23:45:00,SHORT,V12_SHORT,-32.85183262485204,5.148167375147964,-61.53254175837116,TRAILING_STOP,4,False,85.39063715070785,77.0,2.9802769362522907,False,True,-4.124033538497019,32.87267046376307,0.8502550823265556,18.553718692316718,99.92271706855885,23,0,23.80363987374995
2024-06-25 03:15:00,SHORT,V12_SHORT,-7.038304808476433,30.961695191523567,-40.565607171964565,TRAILING_STOP,5,False,87.4823532750191,69.0,2.506518349515893,False,True,-2.030719295347936,39.4495605193092,3.0583833914835865,29.027401113752372,128.2223823525958,3,1,48.91767743803148
2024-06-29 00:15:00,SHORT,V12_SHORT,-21.852075449302674,16.147924550697326,-25.05524832276778,TRAILING_STOP,1,False,86.52070783775044,5.5,0.7915202198622151,False,True,-0.9731006490200126,12.056587529916953,2.600872829941849,5.910112126983147,18.551830740510756,0,5,38.240659303520665
