horizon,blocked_regimes,exit_strategy,trailing_pct,timeout,total_pnl,total_pnl_pct,win_rate,total_trades,profit_factor,max_drawdown_pct,sharpe,expectancy,time_seconds,time_data_split,time_build_similarity,time_init_decision,time_walk_forward,time_calc_metrics
15,HIGH_VOL,TP+TRAIL_0.5%,0.005,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,458.2012183666229,0,0,0,0,0
15,HIGH_VOL,TP_ONLY,0.0,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,458.18532514572144,0,0,0,0,0
15,TREND_HIGH_VOL,TP_ONLY,0.0,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,410.31418538093567,0,0,0,0,0
15,TREND_HIGH_VOL,TP+TRAIL_0.5%,0.005,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,412.46842765808105,0,0,0,0,0
15,TREND_HIGH_VOL,TP+TRAIL_1%,0.01,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,413.1050100326538,0,0,0,0,0
15,TREND_HIGH_VOL,TP+TRAIL_2%,0.02,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,415.1508870124817,0,0,0,0,0
15,NONE,TP+TRAIL_2%,0.02,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,459.2337121963501,0,0,0,0,0
15,NONE,TP+TRAIL_1%,0.01,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,455.3478455543518,0,0,0,0,0
15,NONE,TP+TRAIL_0.5%,0.005,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,458.06399965286255,0,0,0,0,0
15,NONE,TP_ONLY,0.0,0,-4055.682524072874,-40.55682524072874,50.0,322,0.0768394468459212,41.436539936847176,-0.054672586454478145,-12.595287341841223,456.94553303718567,0,0,0,0,0
10,HIGH_VOL,TP_ONLY,0.0,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,443.59399938583374,0,0,0,0,0
10,HIGH_VOL,TP+TRAIL_0.5%,0.005,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,445.4428701400757,0,0,0,0,0
10,HIGH_VOL,TP+TRAIL_1%,0.01,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,443.9700458049774,0,0,0,0,0
10,HIGH_VOL,TP+TRAIL_2%,0.02,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,487.1280906200409,0,0,0,0,0
10,NONE,TP_ONLY,0.0,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,450.9066712856293,0,0,0,0,0
10,NONE,TP+TRAIL_0.5%,0.005,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,444.1278028488159,0,0,0,0,0
10,NONE,TP+TRAIL_1%,0.01,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,441.64303708076477,0,0,0,0,0
10,NONE,TP+TRAIL_2%,0.02,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,447.1403796672821,0,0,0,0,0
10,TREND_HIGH_VOL,TP_ONLY,0.0,0,-6117.411216735081,-61.17411216735081,8.264462809917356,363,0.004079081207976535,61.186282286649906,-0.06324161818847769,-16.852372497892787,498.01508927345276,0,0,0,0,0
