horizon,norm_window,min_expectancy,max_distance,k,min_mfe,max_bars_in_trade,sample_interval,blocked_regimes,total_pnl,total_pnl_pct,win_rate,total_trades,profit_factor,max_drawdown_pct,sharpe,expectancy
3,180,0.0005,1.0,100,0.002,5,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.002,5,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.002,8,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.002,8,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.002,10,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.002,10,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.003,5,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.003,5,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.003,8,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.003,8,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.003,10,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.003,10,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.004,5,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.004,5,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.004,8,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.004,8,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.004,10,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.004,10,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.005,5,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.005,5,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.005,8,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.005,8,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.005,10,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,100,0.005,10,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.002,5,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.002,5,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.002,8,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.002,8,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.002,10,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.002,10,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.003,5,5,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.003,5,3,NONE,0,0,0,0,0,0,0,0
3,180,0.0005,1.0,150,0.003,8,5,NONE,0,0,0,0,0,0,0,0
