entry_time,exit_time,direction,entry_price,exit_price,rsi_at_entry,gross_profit_bps,net_profit_bps,mfe_bps,mae_bps,exit_bar,exit_reason,is_winner,hold_hours
2025-06-17 07:15:00,2025-06-17 08:30:00,LONG,106718.34,106609.34332,19.71065342920552,-10.213490951976732,-18.21349095197673,9.786509048023268,-22.18362841850714,5,TRAILING_STOP,False,1.25
2025-06-27 22:15:00,2025-06-28 02:15:00,SHORT,107166.58,107133.00974,80.00117588264715,3.1325306826071113,-4.867469317392889,33.13253068260711,-1.156144014299926,16,TRAILING_STOP,False,4.0
2025-07-02 04:30:00,2025-07-02 05:30:00,SHORT,106225.98,106526.62794,84.4552818647719,-28.302675108292828,-36.30267510829283,1.6973248917071733,-37.184876995251074,4,TRAILING_STOP,False,1.0
2025-07-02 05:30:00,2025-07-07 10:30:00,SHORT,106454.45,108737.86,81.45638635954901,-214.49643486016822,-222.49643486016822,0.0,-382.76746533376445,500,TIME_EXIT,False,125.0
2025-07-04 23:00:00,2025-07-05 03:00:00,SHORT,108254.95,108081.07484999999,92.25282345948031,16.06163505687264,8.061635056872639,46.06163505687264,0.0,16,TRAILING_STOP,True,4.0
2025-07-08 06:15:00,2025-07-08 10:00:00,SHORT,108237.58,108511.17274000001,83.19610237823174,-25.277056268257724,-33.277056268257724,4.722943731742278,-26.554547875146344,15,TRAILING_STOP,False,3.75
2025-07-08 06:45:00,2025-07-08 10:30:00,SHORT,108315.99,108540.98797,80.11791353007757,-20.772368881084716,-28.772368881084716,9.227631118915282,-53.91724712113094,15,TRAILING_STOP,False,3.75
2025-07-08 07:45:00,2025-07-08 10:30:00,SHORT,108417.16,108554.40148,84.30377123912116,-12.65864923965825,-20.65864923965825,17.34135076034175,-44.53538535781573,11,TRAILING_STOP,False,2.75
2025-07-14 16:00:00,2025-07-14 16:30:00,LONG,119878.22,119815.35356,18.413302448709373,-5.244191980828592,-13.244191980828592,14.755808019171408,-56.408912311177225,2,TRAILING_STOP,False,0.5
2025-07-15 23:15:00,2025-07-16 00:30:00,SHORT,117833.01,117778.76903000001,83.45880020127854,4.603206690552227,-3.396793309447773,34.60320669055223,-7.382481360698946,5,TRAILING_STOP,False,1.25
2025-07-25 19:15:00,2025-07-25 19:30:00,SHORT,116655.99,116971.65797,80.30238132125557,-27.059730923375394,-35.0597309233754,2.9402690766246047,-28.95007791713063,1,TRAILING_STOP,False,0.25
2025-07-31 00:15:00,2025-07-31 13:30:00,SHORT,117896.23,118161.03869000002,82.99341601592332,-22.46116690923958,-30.46116690923958,7.538833090760418,-87.04434399641117,53,TRAILING_STOP,False,13.25
2025-08-03 04:00:00,2025-08-03 07:15:00,SHORT,113604.2,113681.87259999999,83.71192226890747,-6.837123979571228,-14.837123979571228,23.162876020428772,-9.56654771566611,13,TRAILING_STOP,False,3.25
2025-08-11 12:00:00,2025-08-11 14:30:00,LONG,120561.53,120345.41694,19.41940684442484,-17.92554059325601,-25.92554059325601,2.0744594067439888,-97.7608694912876,10,TRAILING_STOP,False,2.5
2025-08-11 19:45:00,2025-08-11 21:30:00,LONG,119166.01,118934.29798,14.742963501419041,-19.44447246324603,-27.44447246324603,0.55552753675397,-66.515611288823,7,TRAILING_STOP,False,1.75
2025-08-14 06:15:00,2025-08-14 07:00:00,LONG,121738.39,121686.14322,14.42722041221704,-4.291725888604578,-12.291725888604578,15.708274111395422,-12.764256205458231,3,TRAILING_STOP,False,0.75
2025-08-14 08:00:00,2025-08-14 08:30:00,LONG,121725.31,121802.44938,18.87900404664832,6.337168498482075,-1.6628315015179247,26.337168498482075,-5.079469503918434,2,TRAILING_STOP,False,0.5
2025-08-15 04:30:00,2025-08-15 06:15:00,SHORT,119172.77,118987.09831,85.0606519554419,15.580043159188321,7.580043159188321,45.58004315918832,-0.18124945824360217,7,TRAILING_STOP,True,1.75
2025-08-17 04:30:00,2025-08-17 19:00:00,SHORT,117771.38,117674.84414,86.07632093933444,8.196886204441675,0.19688620444167526,38.196886204441675,-68.23559340138455,58,TRAILING_STOP,True,14.5
2025-08-23 04:00:00,2025-08-23 06:15:00,LONG,115568.77,115803.39245999999,18.819883900824124,20.301545131958633,12.301545131958633,40.30154513195863,0.0,9,TRAILING_STOP,True,2.25
2025-08-29 12:45:00,2025-08-29 14:15:00,SHORT,110550.0,108631.65,82.04317787036213,173.527815468114,165.527815468114,203.527815468114,-20.856625961104204,6,TRAILING_STOP,True,1.5
2025-08-31 00:45:00,2025-08-31 08:15:00,SHORT,109206.01,108851.10803,80.19621116877792,32.49839180096311,24.498391800963113,62.49839180096311,-25.09110991235824,30,TRAILING_STOP,True,7.5
2025-09-07 02:15:00,2025-09-07 07:30:00,SHORT,110529.57,110794.68871000002,82.72919048616087,-23.9862246817751,-31.9862246817751,6.013775318224901,-28.98771794733248,21,TRAILING_STOP,False,5.25
2025-09-07 03:30:00,2025-09-07 07:30:00,SHORT,110710.0,110795.23000000001,83.4139846890445,-7.698491554512312,-15.698491554512312,22.301508445487688,-12.642941017071733,16,TRAILING_STOP,False,4.0
