total,target,horizon,case0_count,case0_entry_range_median,case0_future_range_median,case0_expansion_median,case0_expansion_p75,case0_expansion_p25,case1_count,case1_entry_range_median,case1_future_range_median,case1_expansion_median,case1_expansion_p75,case1_expansion_p25,case2_count,case2_entry_range_median,case2_future_range_median,case2_expansion_median,case2_expansion_p75,case2_expansion_p25,case3_count,case3_entry_range_median,case3_future_range_median,case3_expansion_median,case3_expansion_p75,case3_expansion_p25,dataset
1049132,30,5,7200,9.975397929398005,13.912719916860405,1.402855347916006,2.2549857065107184,0.9488139349971854,247797,3.6702362497057996,3.912867707297628,1.0928126995407177,1.9602296358811875,0.684090339326409,42340,13.841967812165837,16.833285445557827,1.229385238646922,1.8060140366057797,0.8741122280489998,731368,4.981337798211434,5.235387159838689,1.052530022213635,1.7009326319127687,0.6988964642645564,test
1049132,30,10,12683,7.950539065478494,10.264483265098644,1.3228622084032653,2.0817735551566834,0.8974071074011314,247797,3.6702362497057996,3.960380481270505,1.126080559461944,2.014037846445178,0.7091896765208539,93777,11.066730581710424,12.734524589023913,1.1671750897000521,1.7299153822443847,0.827954746292003,679931,4.747838255174264,5.013914241069694,1.0720398353803673,1.738203635044881,0.7131940804035412,test
1049132,30,15,16453,6.966913387717479,8.763777124660745,1.2878591971616815,2.0464023029128113,0.8693536884228682,247797,3.6702362497057996,3.9894503104424586,1.1405934203903143,2.040928647484683,0.7195713231034124,139598,9.720907554704862,11.028287259313966,1.1482953094272639,1.711251000943792,0.8101330148801988,634110,4.581242627537501,4.839177953206973,1.0816931704653079,1.7633028969927884,0.7178931669184604,test
1049132,30,30,22122,5.866901628307909,7.151140078419004,1.245187077066864,2.0417927632911996,0.8266374547257872,247797,3.6702362497057996,4.052237698416115,1.1680286445562607,2.1088976805633806,0.7322434734578736,246839,8.01008985189319,8.852772525437423,1.1269418200130001,1.7189958953150648,0.7824579594625243,526869,4.277568786003977,4.5246467368494585,1.0948517135297768,1.8266185549596108,0.7189679317399694,test
1049132,30,60,25449,5.332074940982023,6.329542558767778,1.2215090029927056,2.074937633273621,0.7978032457630797,247797,3.6702362497057996,4.155023508201149,1.2001540774127233,2.204331265881738,0.7422478140130354,383083,6.847555236561284,7.496279071835058,1.1210624372246407,1.7596256802339028,0.7603055180486452,390625,3.992202336462249,4.260588766444499,1.1106743324075894,1.916702733839931,0.7151941954359422,test
1049132,30,120,26978,5.068745792197808,5.959385061487141,1.2058013900586513,2.1165691648148504,0.7667407426936421,247797,3.6702362497057996,4.266211430627439,1.2343838106286813,2.3248086159452694,0.7477312827240865,526804,6.075855151066233,6.704678936149992,1.1246108073625773,1.8413244637027244,0.7416179599505918,246904,3.7524538990404492,4.08391441634383,1.131416427181763,2.037481317694131,0.7111044573413786,test
1049132,50,5,1650,13.303861851191003,20.907813829511472,1.6095040124035953,2.6933532903207666,1.0658230782422717,391572,3.7876813487794196,4.036780186566195,1.0878864062751905,1.9278716055013365,0.6862903212528835,11318,18.454600218859902,24.345017639604656,1.323942062103513,2.0027743051673785,0.9184123851064171,629025,5.451892607979365,5.738582450193192,1.0574897063328865,1.6756033509813604,0.7091924961907624,test
1049132,50,10,3792,10.25228591354748,14.870352897690466,1.453360730719123,2.328052133309362,0.9847883764991372,391572,3.7876813487794196,4.088810082245315,1.1177661584271656,1.9733507565902704,0.7095511312692202,30399,14.446537918040828,17.795222394261035,1.2319182114746101,1.8504322536590179,0.868280362888812,609944,5.317026037530811,5.657657570530523,1.0748927473103957,1.7009831491409786,0.7248883660723998,test
1049132,50,15,5471,9.028912363325208,12.680786228061438,1.4165711519874242,2.2621176416545907,0.9536460254419814,391572,3.7876813487794196,4.116381844745501,1.1295065806486488,1.9939811675472359,0.719610055378138,50902,12.64127891789813,15.107589004665439,1.2011351924347307,1.8013552071370602,0.846742026494527,589441,5.195269414599794,5.541729099537418,1.0826220772682171,1.7176501924561538,0.7298605868025191,test
1049132,50,30,9126,7.213717440705832,9.58461501817784,1.3462112035406093,2.2023109804779586,0.8947901486028456,391572,3.7876813487794196,4.166890818447589,1.1491986663914613,2.0421157906814518,0.7290082095971684,109436,10.11697992374562,11.788366956518267,1.1737289420395007,1.78948135311711,0.8152419277389368,530907,4.929097288758963,5.244537082337699,1.088947100487666,1.7545785981933912,0.7290975893888866,test
1049132,50,60,12727,6.052022712199882,7.76949019359343,1.307205500884295,2.2111546741358596,0.8510303416800474,391572,3.7876813487794196,4.215090772828268,1.169439663401623,2.110477408415528,0.7328619632498716,205191,8.256184429234882,9.410831366993445,1.157180864771667,1.8082947779065042,0.7888544817850871,435152,4.60278048551789,4.884766204095546,1.0942581136165932,1.8086737262833434,0.7206828585981792,test
1049132,50,120,15513,5.3697043144900665,6.5494694914439116,1.2615273960327298,2.210655686986547,0.7967740441146128,391572,3.7876813487794196,4.285003130537157,1.1908824502366964,2.2037652099127367,0.7323226824908401,338271,6.94941570195609,7.880414033984819,1.153902894774022,1.8727127832666515,0.7639243943596021,302072,4.30343917787442,4.5826187356114065,1.096993832221289,1.8807523510521813,0.7079712149866204,test
