total,target,horizon,total_up,total_down,total_flat,total_strong_up,total_strong_down,up_case0_pct,down_case0_pct,flat_case0_pct,strong_up_case0_pct,strong_down_case0_pct,up_case1_pct,down_case1_pct,flat_case1_pct,strong_up_case1_pct,strong_down_case1_pct,up_case2_pct,down_case2_pct,flat_case2_pct,strong_up_case2_pct,strong_down_case2_pct,up_case3_pct,down_case3_pct,flat_case3_pct,strong_up_case3_pct,strong_down_case3_pct,dataset
2099697,50,5,557645,573845,950512,162659,167006,1.0904787095732948,0.0001742630849793934,0.023355833487636136,3.095432776544796,0.0005987808821239955,22.149754772301375,28.833047251435488,38.11924520679381,13.281158743137484,24.40930265978468,8.127930852065383,2.0725108696599257,0.9203460871614456,20.691139131557428,3.852556195585787,68.63183566605994,69.0942676158196,60.9370528725571,62.93226934876029,71.73754236374741,train
2099697,50,10,561366,573845,950906,164758,167006,1.7460979111666899,0.0001742630849793934,0.06478032528977629,4.329987011252868,0.0005987808821239955,22.002935696141197,28.833047251435488,38.103450814276066,13.111958144672792,24.40930265978468,14.208733696020065,5.909609737821189,2.8809367066776317,30.289879702351328,9.751745446271391,62.04223269667205,65.25716874765834,58.95083215375653,52.26817514172302,65.83835311306181,train
2099697,50,15,563559,573845,951279,165773,167006,2.1284373064754534,0.0001742630849793934,0.10396529304231461,4.915758295983061,0.0005987808821239955,21.917314779818973,28.833047251435488,38.08851031085517,13.031675845885637,24.40930265978468,18.988783783064417,9.537244377837222,4.949021265054732,36.620559439715755,14.792282911991187,56.96546413064115,61.6295341076423,56.858503131047776,45.43200641841555,60.79781564734201,train
2099697,50,30,567102,573845,952143,167129,167006,2.739895115869808,0.0001742630849793934,0.19461362421400988,5.687223641618151,0.0005987808821239955,21.780385186439126,28.833047251435488,38.053947778852546,12.925943432917089,24.40930265978468,29.204446466420503,18.801418501511733,10.877042629100881,47.66078897139335,26.284684382597035,46.27527323127056,52.3653599839678,50.87439596783256,33.72604395407141,49.305414176736164,train
2099697,50,60,569211,573845,953157,167692,167006,3.100256319712725,0.0001742630849793934,0.30078990134888584,6.003864227273811,0.0005987808821239955,21.6996860566644,28.833047251435488,38.01346472826617,12.882546573479953,24.40930265978468,41.36199054480676,31.316644738561806,20.107390492856897,58.535290890442006,39.91533238326767,33.83806707881612,39.85013374691772,41.57835487752804,22.578298308804236,35.67476617606553,train
2099697,50,120,570343,573845,954104,167865,167006,3.2925800790050896,0.0001742630849793934,0.399746778129009,6.100735710243351,0.0005987808821239955,21.65661715844676,28.833047251435488,37.975734301501724,12.869269949066215,24.40930265978468,53.77255441024086,45.29463531092891,32.32918004745814,67.93018199148125,53.55615965893441,21.278248352307298,25.872143174550622,29.29533887291113,13.099812349209186,22.033938900398788,train
1049132,12,5,242410,247687,541843,50642,50848,14.656986097933252,0.0016149414381860978,1.2996384561579646,26.07716914813791,0.0,4.240336619776412,12.361972973955032,11.407917053463827,0.23498282058370523,13.530522341095027,43.94950703353822,13.548551195662267,13.198657175602527,71.17412424469808,16.370358716173694,37.15317024875212,74.08786088894452,74.09378731477568,2.513723786580309,70.09911894273128,test
1049132,12,10,247193,247687,546913,50723,50848,16.308309701326493,0.0016149414381860978,2.2146118304008136,26.195217159868307,0.0,4.158289271945403,12.361972973955032,11.302163232543384,0.2346075744731187,13.530522341095027,52.52211834477514,27.12536386649279,25.386853119234686,71.84906255544821,30.711139081183138,27.01128268195297,60.51104821811399,61.096371817821115,1.7211127102103583,55.75833857772183,test
1049132,12,15,248487,247687,549078,50734,50848,16.74413550809499,0.0016149414381860978,2.600177024029373,26.211219300666222,0.0,4.13663491450257,12.361972973955032,11.257599102495456,0.23455670753340954,13.530522341095027,57.231967869546494,36.09636355561656,33.54769267754308,72.18039184767612,39.53351164254248,21.88726170785594,51.54004852899021,52.59453119593209,1.373832144124256,46.93596601636249,test
1049132,12,30,249195,247687,551133,50736,50848,16.98067778245952,0.0016149414381860978,2.9633500443631573,26.21412803532009,0.0,4.1248821204277775,12.361972973955032,11.215623089163596,0.2345474613686534,13.530522341095027,64.32673207728887,51.106840488196795,47.793363852282475,72.68606117943867,53.94509125235998,14.567708019823833,36.52957159640999,38.027663014190765,0.8652633238725954,32.524386406545,test
