total,target,horizon,case0_count,case0_mfe_median,case0_mfe_p75,case0_mfe_p90,case0_mfe_p95,case0_mfe_p99,case0_mae_p95,case1_count,case1_mfe_median,case1_mfe_p75,case1_mfe_p90,case1_mfe_p95,case1_mfe_p99,case1_mae_p95,case2_count,case2_mfe_median,case2_mfe_p75,case2_mfe_p90,case2_mfe_p95,case2_mfe_p99,case2_mae_p95,case3_count,case3_mfe_median,case3_mfe_p75,case3_mfe_p90,case3_mfe_p95,case3_mfe_p99,case3_mae_p95,dataset
1049132,12,10,52429,14.597573555978217,17.44985003652748,21.93448025265936,26.203685178441795,39.50621307858443,0.0,102711,5.5725271612771525,8.837678237073394,10.746142768432426,11.355918688322117,11.873216502182041,457.38625739341285,335861,14.94565189203382,18.208863922543266,23.226643598616754,27.86421759508355,42.76767936884885,21.87087600276816,550792,14.337277592753003,17.073212647356268,21.600167672587215,26.059095231409557,41.17575761054402,110.72919638967362,test
1049132,12,15,55888,14.507303751231415,17.282342665395618,21.68756474862955,25.89542144627023,38.92147201924994,0.0,102711,5.5725271612771525,8.837678237073394,10.746142768432426,11.355918688322117,11.873216502182041,457.38625739341285,415823,14.802669493810793,17.926414832451947,22.73808732614547,27.196100625731244,41.73466935500807,25.19157666083389,470830,14.344463596385097,17.121659351676723,21.786941714762595,26.426972788694496,41.990124672484264,117.2640103429235,test
1049132,12,30,58651,14.43149846108577,17.159296998083992,21.499575561885084,25.670070038218352,38.383911702675874,0.0,102711,5.5725271612771525,8.837678237073394,10.746142768432426,11.355918688322117,11.873216502182041,457.38625739341285,550289,14.642899487992327,17.600519471642055,22.20605682718859,26.488864655602004,40.44079044440554,32.179046875595596,336364,14.40673657638148,17.337801389482912,22.35680760026642,27.354598148301196,44.26399322029145,131.72466712134786,test
1049132,12,60,59499,14.402391890906438,17.112906639476147,21.418160916290613,25.558645214283878,38.21669305867156,0.0,102711,5.5725271612771525,8.837678237073394,10.746142768432426,11.355918688322117,11.873216502182041,457.38625739341285,667202,14.557243002715289,17.440321022625778,21.96467931506346,26.16847874816082,39.861991915391584,41.99336368939135,219451,14.53427151387938,17.735302145612575,23.266075570008326,28.779667488019292,48.32043441662138,150.51888603493407,test
1049132,12,120,59708,14.394077666228325,17.100479861934986,21.40562417579984,25.54422327597777,38.195264153763816,0.0,102711,5.5725271612771525,8.837678237073394,10.746142768432426,11.355918688322117,11.873216502182041,457.38625739341285,760885,14.523809087370289,17.38742241870278,21.909415442512948,26.14217168322361,39.997082597414014,53.95740443518646,125768,14.733450393623094,18.390916575179258,24.71133612480813,30.840415748417705,53.56074605948959,175.718814041568,test
1049132,15,5,30618,18.078142110850923,21.358627807975356,26.662325719809292,31.463143535133472,46.27477310994578,0.0,127221,7.1331251132285125,11.103801898670646,13.456685149532966,14.233428222854819,14.853073983516815,451.12664515826,156132,18.576777531437255,22.518442714689627,28.58263446980287,34.121781570384485,52.57010886771072,18.671093329820774,715425,17.51501994766278,20.420702482755825,25.18356239242917,29.79602503681101,45.075352544057495,105.17638806937904,test
1049132,15,10,40639,17.74475654206761,20.76061461318718,25.588609038636843,29.979885649371425,44.12315766282887,0.0,127221,7.1331251132285125,11.103801898670646,13.456685149532966,14.233428222854819,14.853073983516815,451.12664515826,267699,18.199150706300372,21.691417328474188,27.18484586475613,32.15978156603919,48.87029886015728,23.135549638204097,603858,17.47278145658268,20.379012322986796,25.200866302865258,29.94430018321341,45.621771626165966,112.56611798653219,test
1049132,15,15,44757,17.621426120147152,20.522763560808723,25.234015351450495,29.495274131100754,43.37221372490733,0.0,127221,7.1331251132285125,11.103801898670646,13.456685149532966,14.233428222854819,14.853073983516815,451.12664515826,344671,18.02333573713116,21.344063160787115,26.551055037696212,31.33603383857041,47.131801240678215,26.625677909754142,526886,17.46747294671857,20.408244728109615,25.34616885638971,30.230211058363388,46.35698796063873,118.29717346968556,test
1049132,15,30,48521,17.49719511328054,20.32603252220687,24.914182538376796,29.18159558207188,42.727955735383595,0.0,127221,7.1331251132285125,11.103801898670646,13.456685149532966,14.233428222854819,14.853073983516815,451.12664515826,482834,17.8062534333407,20.91918149842894,25.834554362462796,30.43211884098285,45.60905066331766,34.043583279173546,388723,17.51875075061879,20.598291957418546,25.863346146505034,31.04930535233815,48.3521448263467,131.56155811803558,test
1049132,15,60,49868,17.454015288721006,20.265600266921773,24.820047525526533,29.005138910709125,42.418391784439535,0.0,127221,7.1331251132285125,11.103801898670646,13.456685149532966,14.233428222854819,14.853073983516815,451.12664515826,611615,17.68901433502109,20.70901290589876,25.50429646061075,30.030884265279585,44.68762370398049,44.29092694537543,259942,17.645357220776592,20.97148403289515,26.722938173059223,32.40175357895884,52.318188192019775,149.15449469857904,test
1049132,15,120,50265,17.437399080437423,20.240559373152756,24.789950217591755,28.953108767817525,42.275367796111084,0.0,127221,7.1331251132285125,11.103801898670646,13.456685149532966,14.233428222854819,14.853073983516815,451.12664515826,720549,17.636648970702904,20.632923838061934,25.421730127388585,29.985007496251875,44.806287993751035,57.072588530190345,151008,17.87931605201353,21.60356330842849,27.952498248875926,34.196737465725654,57.15140527938145,173.85682847034946,test
1049132,20,5,18095,23.534615057851813,27.4173931705745,33.25307686819019,38.53021379211171,56.362012121490736,0.0,168127,9.693865580916844,14.869211592846577,17.93356726406164,18.955504075384816,19.773075163251757,441.06830881101337,97065,24.098255083458064,28.64717280253609,35.67439069013524,42.04696013272167,63.20048104956633,20.505403746741322,744409,22.72821816398837,25.937923271963722,31.27237726026556,36.36008902018206,53.1639304047775,110.17543789721196,test
1049132,20,10,26978,23.06821811499115,26.55051558324539,31.805288162689212,36.670530305014424,52.777477927797136,0.0,168127,9.693865580916844,14.869211592846577,17.93356726406164,18.955504075384816,19.773075163251757,441.06830881101337,185276,23.58094488690157,27.556547169959494,33.75792581334279,39.56579737015609,57.888886088731624,25.066207439096516,656198,22.678995240485364,25.866089579355215,31.23704352406136,36.36413183640297,53.41559781229029,115.70328403704288,test
