feature,quartile,noise_pct,real_up_pct,real_down_pct,real_both_pct,sample_size,noise_count,real_up_count,real_down_count,real_both_count
ema200_slope,Q2,15.38492309157579,30.364493547311778,29.545406924139243,24.70517643697319,524975,80767,159406,155106,129696
ema200_slope,Q3,13.60064764988809,29.866565074527358,31.539597123672557,24.993190151911996,524975,71400,156792,165575,131208
ema200_slope,Q4,0.9108987839444089,21.435646581938983,25.789559903690833,51.86389473042578,524976,4782,112532,135389,272273
ema_separation,Q1,19.683909961769753,29.215375149768462,29.552151808555422,21.54856307990636,524977,103336,153374,155142,113125
ema_separation,Q2,8.917152560969338,30.63372300119815,30.985928907361654,29.46319553047086,524977,46813,160820,162669,154675
ema_separation,Q3,2.021235256468867,26.849227393252264,27.736887019597084,43.39265033068178,524976,10611,140952,145612,227801
ema_separation,Q4,0.1769601334915625,18.867302758025588,18.934162829990647,62.021574278492196,524977,929,99049,99400,325599
rsi,Q1,8.39770123262543,27.463107907584522,23.22920813673742,40.90998272305263,524977,44086,144175,121948,214768
rsi,Q2,6.911540886553125,27.603495010257596,26.509542322806524,38.97542178038276,524977,36284,144912,139169,204612
rsi,Q3,6.980319100301728,26.395301880466914,28.295960196275637,38.32841882295572,524976,36645,138569,148547,201215
rsi,Q4,8.509706139507065,24.10372263927753,29.174420974633176,38.21215024658223,524977,44674,126539,153159,200605
rsi7,Q1,8.539231242511578,27.510538556927255,23.873045866771307,40.07718433378986,524977,44829,144424,125328,210396
rsi7,Q2,6.799916948742517,27.09775856847062,26.46325458067687,39.639069902109995,524977,35698,142257,138926,208096
rsi7,Q3,6.776690743957819,26.3922541220932,27.884703300722318,38.946351833226664,524976,35576,138553,146388,204459
rsi7,Q4,8.683428035894906,24.56507618428998,28.98812709890148,37.763368680913636,524977,45586,128961,152181,198249
rsi21,Q1,8.324936140059469,27.351483969773916,22.757187457736244,41.56639243243037,524977,43704,143589,119470,218214
rsi21,Q2,7.018021741904884,27.832647906479714,26.7204087036194,38.428921647996006,524977,36843,146115,140276,201743
rsi21,Q3,7.046417360031697,26.605978178050044,28.588354515254032,37.759249946664234,524976,36992,139675,150082,198227
rsi21,Q4,8.40989224289826,23.775517784588658,29.143181510809047,38.67140846170404,524977,44150,124816,152995,203016
roc5,Q1,1.7635091889914967,25.117910152083144,21.69661089268843,51.42196976623693,524976,9258,131863,113902,269953
roc5,Q2,13.786535003504921,29.318673615555756,28.91903629880223,27.975755082137088,524976,72376,153916,151818,146866
roc5,Q3,13.3625665271042,28.679134585712816,30.355408077352404,27.602890809830583,524974,70150,150558,159358,144908
roc5,Q4,1.8867529182286429,22.449216726097955,26.238342324220536,49.42568803145287,524976,9905,117853,137745,259473
roc10,Q1,1.6522691556740798,24.993571122434403,21.289394733082528,52.06476498880899,524975,8674,131210,111764,273327
roc10,Q2,13.829637277274683,29.664516718923224,28.99076906665854,27.51507693714355,524974,72602,155731,152194,144447
roc10,Q3,13.468286048451924,28.70123091810261,30.647232053396927,27.183250980048534,524974,70705,150674,160890,142705
roc10,Q4,1.8492344382769432,22.205099681127066,26.282063492668208,49.66360238792779,524974,9708,116571,137974,260721
roc20,Q1,1.4360765907515067,25.04990742363402,20.712342753518286,52.80167323209619,524972,7539,131505,108734,277194
roc20,Q2,14.119229216034379,30.01569607521925,29.054120981690453,26.81095372705592,524972,74122,157574,152526,140750
roc20,Q3,13.51484177221218,28.861213286067226,31.016951412554217,26.606993529166374,524971,70949,151513,162830,139679
roc20,Q4,1.7294255693636993,21.637915926944675,26.425028382466113,50.20763012122551,524972,9079,113593,138724,263576
momentum5,Q1,2.051249816665619,24.585473821755173,22.15707899283234,51.206197368746864,524997,10769,129073,116324,268831
momentum5,Q2,13.554785654458234,29.834577019721316,28.445518921800044,28.165118404020404,525320,71206,156727,149430,147957
momentum5,Q3,13.059357249056461,28.45735961267203,30.848423620906562,27.63485951736495,524620,68512,149293,161837,144978
momentum5,Q4,2.1338565428171403,22.686655300829578,25.760193536711974,49.419294619641306,524965,11202,119097,135232,259434
momentum10,Q1,1.9644295953995052,24.557560472925996,21.81406396729824,51.66394596437625,524987,10313,128924,114521,271229
momentum10,Q2,13.509333333333334,30.108,28.46666666666667,27.916,525000,70924,158067,149450,146559
momentum10,Q3,13.239328222869073,28.39774753493759,31.02206745203225,27.340856790161087,524936,69498,149070,162846,143522
momentum10,Q4,2.0865795258431845,22.501114340900692,25.906997298913854,49.50530883434227,524974,10954,118125,136005,259890
atr_pct,Q1,27.69089516814166,31.278691897122524,31.991870073565547,9.038542861170267,524974,145370,164205,167949,47450
atr_pct,Q2,2.871195280519189,33.06570052174112,33.730496616016445,30.332607581723252,524973,15073,173586,177076,159238
atr_pct,Q3,0.22934512822564207,25.2315833385717,25.954096686877232,48.58497484632543,524973,1204,132459,136252,255058
