signal_time,entry_time,exit_time,direction,entry_price,gross_profit_bps,net_profit_bps,mfe_bps,mae_bps,exit_bar,exit_reason,strategy
2024-01-01 09:30:00,2024-01-01 09:45:00,2024-01-01 11:30:00,LONG,42639.02,8.933591813320902,0.933591813320902,28.933591813320902,-7.929356725365094,7,TRAILING_STOP,Volume Spike + Direction
2024-01-01 18:00:00,2024-01-01 18:15:00,2024-01-01 20:00:00,LONG,43104.15,131.48889376080862,123.48889376080862,151.48889376080862,-19.78695786832611,7,TRAILING_STOP,Volume Spike + Direction
2024-01-01 23:15:00,2024-01-01 23:30:00,2024-01-02 00:15:00,LONG,43989.99,174.13734806486707,166.13734806486707,194.13734806486707,0.0,3,TRAILING_STOP,Volume Spike + Direction
2024-01-02 08:15:00,2024-01-02 08:30:00,2024-01-02 09:00:00,LONG,45748.53,8.65665847623925,0.6566584762392509,28.65665847623925,-37.68427094815974,2,TRAILING_STOP,Volume Spike + Direction
2024-01-02 14:45:00,2024-01-02 15:00:00,2024-01-02 15:15:00,SHORT,45258.73,63.99291584187215,55.99291584187215,93.99291584187215,0.0,1,TRAILING_STOP,Volume Spike + Direction
2024-01-03 07:45:00,2024-01-03 08:00:00,2024-01-03 10:30:00,SHORT,45011.77,-12.996600666892238,-20.99660066689224,0.0,-108.46718536062974,10,TIME_EXIT,Volume Spike + Direction
2024-01-03 11:00:00,2024-01-03 11:15:00,2024-01-03 11:30:00,SHORT,44736.81,72.39219112851357,64.39219112851357,102.39219112851357,0.0,1,TRAILING_STOP,Volume Spike + Direction
2024-01-04 07:00:00,2024-01-04 07:15:00,2024-01-04 07:30:00,SHORT,43099.93,35.763447875669954,27.763447875669954,65.76344787566995,-17.36893772217277,1,TRAILING_STOP,Volume Spike + Direction
2024-01-04 14:45:00,2024-01-04 15:00:00,2024-01-04 15:30:00,LONG,43676.07,129.7204304324996,121.7204304324996,149.7204304324996,0.0,2,TRAILING_STOP,Volume Spike + Direction
2024-01-04 20:30:00,2024-01-04 20:45:00,2024-01-04 21:00:00,LONG,44328.9,38.68406389511118,30.68406389511118,58.68406389511118,-48.55297559831243,1,TRAILING_STOP,Volume Spike + Direction
2024-01-05 01:45:00,2024-01-05 02:00:00,2024-01-05 02:30:00,SHORT,43376.0,-12.939874585023976,-20.939874585023976,17.060125414976024,-67.91313168572522,2,TRAILING_STOP,Volume Spike + Direction
2024-01-05 09:00:00,2024-01-05 09:15:00,2024-01-05 09:30:00,LONG,44049.71,10.713028530721513,2.7130285307215125,30.713028530721513,-19.45075234320505,1,TRAILING_STOP,Volume Spike + Direction
2024-01-05 14:30:00,2024-01-05 14:45:00,2024-01-05 15:00:00,SHORT,43617.83,-0.04665293986393948,-8.04665293986394,29.95334706013606,-42.017220939234434,1,TRAILING_STOP,Volume Spike + Direction
2024-01-05 20:45:00,2024-01-05 21:00:00,2024-01-05 22:15:00,LONG,43955.07,-11.664215299850639,-19.66421529985064,8.335784700149361,-54.7536382037381,5,TRAILING_STOP,Volume Spike + Direction
2024-01-06 05:15:00,2024-01-06 05:30:00,2024-01-06 07:15:00,SHORT,43673.99,33.41073943553018,25.410739435530182,63.41073943553018,-16.03013601459405,7,TRAILING_STOP,Volume Spike + Direction
2024-01-06 18:45:00,2024-01-06 19:00:00,2024-01-06 20:00:00,SHORT,43995.89,57.439985871406876,49.439985871406876,87.43998587140688,0.0,4,TRAILING_STOP,Volume Spike + Direction
2024-01-07 00:30:00,2024-01-07 00:45:00,2024-01-07 03:15:00,LONG,44160.19,-45.389297464526834,-53.389297464526834,0.0,-74.00104030349526,10,TIME_EXIT,Volume Spike + Direction
2024-01-07 06:00:00,2024-01-07 06:15:00,2024-01-07 08:45:00,LONG,44017.7,14.102190709646479,6.102190709646479,34.10219070964648,-13.876236150456402,10,TRAILING_STOP,Volume Spike + Direction
2024-01-07 13:15:00,2024-01-07 13:30:00,2024-01-07 14:00:00,LONG,44386.49,1.200144458369774,-6.799855541630226,21.200144458369774,-18.38397224020159,2,TRAILING_STOP,Volume Spike + Direction
2024-01-07 22:15:00,2024-01-07 22:30:00,2024-01-07 23:00:00,SHORT,43977.01,4.836383828733325,-3.163616171266675,34.836383828733325,-10.91024605810989,2,TRAILING_STOP,Volume Spike + Direction
2024-01-08 02:45:00,2024-01-08 03:00:00,2024-01-08 03:30:00,SHORT,43371.09,3.6837280317364645,-4.3162719682635355,33.683728031736464,-28.339154030946307,2,TRAILING_STOP,Volume Spike + Direction
2024-01-08 06:15:00,2024-01-08 06:30:00,2024-01-08 09:00:00,LONG,44146.8,-62.45073255592803,-70.45073255592803,0.0,-81.98555727708516,10,TIME_EXIT,Volume Spike + Direction
2024-01-08 11:45:00,2024-01-08 12:00:00,2024-01-08 12:15:00,LONG,44636.0,106.35540819069809,98.35540819069809,126.35540819069809,-64.07384174209159,1,TRAILING_STOP,Volume Spike + Direction
2024-01-08 18:00:00,2024-01-08 18:15:00,2024-01-08 19:00:00,LONG,45891.1,275.8939750844934,267.8939750844934,295.8939750844934,0.0,3,TRAILING_STOP,Volume Spike + Direction
2024-01-09 00:30:00,2024-01-09 00:45:00,2024-01-09 01:00:00,SHORT,46670.0,-15.001071352046283,-23.00107135204628,14.998928647953717,-20.469252196271444,1,TRAILING_STOP,Volume Spike + Direction
2024-01-09 10:45:00,2024-01-09 11:00:00,2024-01-09 12:45:00,SHORT,46441.88,183.5744720067313,175.5744720067313,213.5744720067313,-120.17601354639447,7,TRAILING_STOP,Volume Spike + Direction
2024-01-09 21:00:00,2024-01-09 21:15:00,2024-01-09 23:45:00,LONG,47914.25,-376.5581220618083,-384.5581220618083,0.0,-555.4214038621083,10,TIME_EXIT,Volume Spike + Direction
2024-01-10 08:45:00,2024-01-10 09:00:00,2024-01-10 11:30:00,SHORT,45329.94,-34.385662103235816,-42.385662103235816,0.0,-88.49780079126427,10,TIME_EXIT,Volume Spike + Direction
2024-01-10 11:45:00,2024-01-10 12:00:00,2024-01-10 14:30:00,LONG,45515.88,-96.92441407262613,-104.92441407262613,0.0,-267.0540479498577,10,TIME_EXIT,Volume Spike + Direction
2024-01-10 17:30:00,2024-01-10 17:45:00,2024-01-10 18:00:00,LONG,46280.0,56.4606741573035,48.4606741573035,76.4606741573035,-95.0734658599827,1,TRAILING_STOP,Volume Spike + Direction
2024-01-10 20:45:00,2024-01-10 21:00:00,2024-01-10 22:15:00,LONG,46127.0,101.83753549981573,93.83753549981573,121.83753549981573,-226.98202787954995,5,TRAILING_STOP,Volume Spike + Direction
2024-01-11 11:15:00,2024-01-11 11:30:00,2024-01-11 12:00:00,LONG,47073.2,2.0167738755808884,-5.983226124419112,22.01677387558089,-31.463762820458474,2,TRAILING_STOP,Volume Spike + Direction
2024-01-11 14:00:00,2024-01-11 14:15:00,2024-01-11 14:45:00,LONG,47794.6,225.8185652772499,217.8185652772499,245.8185652772499,-61.63667025145027,2,TRAILING_STOP,Volume Spike + Direction
2024-01-12 07:45:00,2024-01-12 08:00:00,2024-01-12 09:45:00,LONG,46008.19,-5.187419891981369,-13.187419891981369,14.812580108018631,-102.33395401992551,7,TRAILING_STOP,Volume Spike + Direction
2024-01-12 14:30:00,2024-01-12 14:45:00,2024-01-12 15:15:00,SHORT,45289.99,111.06649173470768,103.06649173470768,141.06649173470768,-37.37912064012398,2,TRAILING_STOP,Volume Spike + Direction
2024-01-12 22:00:00,2024-01-12 22:15:00,2024-01-12 22:30:00,SHORT,42565.56,126.3517547989494,118.3517547989494,156.3517547989494,0.0,1,TRAILING_STOP,Volume Spike + Direction
2024-01-14 21:15:00,2024-01-14 21:30:00,2024-01-14 22:30:00,SHORT,42254.01,12.63264007368754,4.63264007368754,42.63264007368754,-93.47988510439552,4,TRAILING_STOP,Volume Spike + Direction
