config,gate,signal,dataset,trades,long,short,win_pct,total_bps,pf,long_bps,short_bps,avg_bps,max_dd
ATR_Q75+RANGE_Q50__RSI7_25_75,ATR_Q75+RANGE_Q50,RSI7_25_75,OOS,2045,1086,959,62.68948655256724,26448.975658882384,1.6400385056782654,18340.132830220224,8108.84282866216,12.933484429771337,-1072.2099783879548
ATR_Q75+RANGE_Q50__RSI7_30_70,ATR_Q75+RANGE_Q50,RSI7_30_70,OOS,2507,1294,1213,61.587554846429995,27809.56461447551,1.5259711355790746,18730.71553580372,9078.849078671785,11.09276610070822,-1681.7943860874511
ATR_Q75+RANGE_Q50__RSI7_35_65,ATR_Q75+RANGE_Q50,RSI7_35_65,OOS,2942,1482,1460,60.77498300475867,34885.72101185709,1.5841515870339284,19961.983196131696,14923.737815725395,11.857824953044558,-1197.075640952884
ATR_Q75+RANGE_Q50__EMA9D_-0.3_0.3,ATR_Q75+RANGE_Q50,EMA9D_-0.3_0.3,OOS,2779,1433,1346,62.14465635120548,32988.414883097415,1.5712747827434894,19765.881048080722,13222.53383501669,11.870606291146965,-1238.7121577375528
ATR_Q75+RANGE_Q50__EMA9D_-0.2_0.2,ATR_Q75+RANGE_Q50,EMA9D_-0.2_0.2,OOS,3144,1576,1568,60.30534351145038,35268.78854585145,1.5402633031368762,18627.025722124177,16641.762823727273,11.217808061657585,-1696.2619437511057
ATR_Q75+RANGE_Q50__EMA9D_-0.5_0.5,ATR_Q75+RANGE_Q50,EMA9D_-0.5_0.5,OOS,1880,1009,871,61.808510638297875,23263.23693450919,1.519917031218915,15979.780018708372,7283.456915800818,12.374062199207016,-1533.3437064492937
ATR_Q75+RANGE_Q50__ROC5_-0.3_0.3,ATR_Q75+RANGE_Q50,ROC5_-0.3_0.3,OOS,3260,1652,1608,60.98159509202454,42626.22452843239,1.6747302423994912,24290.387670340584,18335.836858091803,13.075528996451652,-1549.1019035993922
ATR_Q75+RANGE_Q50__ROC5_-0.5_0.5,ATR_Q75+RANGE_Q50,ROC5_-0.5_0.5,OOS,2811,1421,1390,61.22376378512985,37826.351131431664,1.667202938744468,22024.667263345866,15801.683868085795,13.45654611577078,-1444.9763364549708
ATR_Q75+RANGE_Q50__RPOS_0.2_0.8,ATR_Q75+RANGE_Q50,RPOS_0.2_0.8,OOS,2978,1417,1561,60.10745466756212,39574.34430642564,1.6970293233150686,18746.32660961337,20828.01769681227,13.288900035737287,-1451.8352632564602
ATR_Q75+RANGE_Q50__RPOS_0.3_0.7,ATR_Q75+RANGE_Q50,RPOS_0.3_0.7,OOS,3323,1615,1708,59.434246163105634,40549.73631504481,1.6228654597812746,21891.55613402893,18658.180181015872,12.202749417708338,-1069.9476841337364
