horizon,norm_window,min_expectancy,max_distance,k,blocked_regimes,total_pnl,total_pnl_pct,win_rate,total_trades,profit_factor,max_drawdown_pct,sharpe,expectancy
1,300,0.0002,2.0,200,HIGH_VOL,-1.4667838905314983,-1.4667838905314983,0.0,219,0.0,1.4667838905314596,-0.5359788009177564,-0.006697643335760267
1,300,0.0002,2.0,200,"HIGH_VOL,RANGE_LOW_VOL",-1.543841945495525,-1.543841945495525,0.0,264,0.0,1.5438419454955294,-38.33074233545224,-0.005847886157180019
1,300,0.0002,3.0,150,HIGH_VOL,-1.865048845062678,-1.8650488450626783,0.0,303,0.0,1.8650488450626457,-1.0827281744350274,-0.006155276716378472
1,300,0.0002,2.0,150,HIGH_VOL,-1.9508104084029214,-1.9508104084029212,0.0,329,0.0,1.9508104084029014,-3.300428599206091,-0.005929514919157814
1,300,0.0002,2.0,200,NONE,-1.9846683676440964,-1.9846683676440962,0.0,309,0.0,1.9846683676440477,-0.6103998241249896,-0.006422874976194486
1,300,0.0002,2.0,150,"HIGH_VOL,RANGE_LOW_VOL",-2.044891611208681,-2.044891611208681,0.0,351,0.0,2.044891611208797,-34.78918265933156,-0.0058259020262355615
1,300,0.0002,3.0,150,NONE,-2.319467189845791,-2.319467189845791,0.0,386,0.0,2.3194671898457386,-1.1904545405976878,-0.006008982357113446
1,300,0.0001,2.0,200,HIGH_VOL,-2.374808209353741,-2.374808209353741,0.0,354,0.0,2.374808209353887,-0.5681561051442355,-0.006708497766535993
1,300,0.0002,2.0,150,NONE,-2.4229395704854335,-2.4229395704854335,0.0,413,0.0,2.4229395704853403,-3.63278132682828,-0.005866681768729863
1,300,0.0001,3.0,200,HIGH_VOL,-2.465064707185177,-2.465064707185177,0.0,369,0.0,2.4650647071853484,-0.5776274607107104,-0.0066803921603934314
1,300,0.0001,2.0,150,HIGH_VOL,-2.5595902109155757,-2.5595902109155757,0.0,377,0.0,2.5595902109155446,-0.46843151629243623,-0.006789363954683226
1,300,0.0001,3.0,150,HIGH_VOL,-2.6210747781199384,-2.6210747781199384,0.0,387,0.0,2.6210747781198904,-0.47345057824346215,-0.0067728030442375685
1,300,0.0001,3.0,150,"HIGH_VOL,RANGE_LOW_VOL",-2.926590901999802,-2.926590901999802,0.0,448,0.0,2.9265909019999157,-0.6221957538891824,-0.006532568977678129
1,300,0.0001,2.0,150,"HIGH_VOL,RANGE_LOW_VOL",-2.931547738526675,-2.931547738526675,0.0,449,0.0,2.93154773852676,-0.6225444090287552,-0.006529059551284354
1,300,0.0001,2.0,200,NONE,-3.0368085027667973,-3.0368085027667973,0.0,465,0.0,3.036808502766945,-0.6148949349796974,-0.006530770973692038
1,300,0.0001,2.0,200,"HIGH_VOL,RANGE_LOW_VOL",-3.0420954167626735,-3.0420954167626735,0.0,464,0.0,3.042095416762862,-0.6356662550726088,-0.00655624012233335
1,300,0.0001,3.0,200,"HIGH_VOL,RANGE_LOW_VOL",-3.07139598272385,-3.07139598272385,0.0,469,0.0,3.071395982724013,-0.6383468235120832,-0.0065488187264900865
1,300,0.0001,3.0,200,NONE,-3.074943453493339,-3.074943453493339,0.0,473,0.0,3.074943453493475,-0.6171921883504713,-0.006500937533812555
1,300,0.0001,2.0,150,NONE,-3.2295058409891855,-3.229505840989186,0.0,493,0.0,3.2295058409891624,-0.5166699308023233,-0.006550721786996325
1,300,0.0001,3.0,150,NONE,-3.4023985399476855,-3.4023985399476855,0.0,524,0.0,3.4023985399476686,-0.5278711070652499,-0.006493126984632992
