horizon,norm_window,min_expectancy,max_distance,k,blocked_regimes,total_pnl,total_pnl_pct,win_rate,total_trades,profit_factor,max_drawdown_pct,sharpe,expectancy
1,300,0.001,2.0,150,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,2.0,150,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,2.0,150,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,2.0,200,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,2.0,200,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,2.0,200,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,3.0,150,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,3.0,150,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,3.0,150,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,3.0,200,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.001,3.0,200,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,2.0,150,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,2.0,150,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,2.0,150,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,2.0,200,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,2.0,200,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,3.0,150,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,2.0,200,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,3.0,150,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,3.0,150,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,3.0,200,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,3.0,200,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.002,3.0,200,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,2.0,150,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,300,0.001,2.0,150,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,2.0,150,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,2.0,150,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,2.0,200,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,2.0,200,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,2.0,200,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,3.0,150,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,3.0,150,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,300,0.001,2.0,200,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,3.0,200,NONE,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,3.0,200,HIGH_VOL,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
1,300,0.003,3.0,200,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,300,0.001,2.0,150,"HIGH_VOL,RANGE_LOW_VOL",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2,300,0.001,2.0,150,NONE,-0.004072205959497892,-0.004072205959497892,0.0,3,0.0,0.004072205959502639,-2.5713408683484174,-0.0013574019864992974
1,300,0.001,3.0,200,NONE,-0.01123509962798305,-0.01123509962798305,0.0,3,0.0,0.011235099627981526,-24.347132271735774,-0.0037450332093276833
1,300,0.001,3.0,150,NONE,-0.021934451238471285,-0.021934451238471285,0.0,6,0.0,0.02193445123847937,-21.249231346092184,-0.0036557418730785475
