timestamp,entry_price,rsi_value,mfe_bps,mae_bps,volume_ratio,volatility_pct,momentum_5_bps,momentum_10_bps,dist_sma20_pct,dist_sma50_pct,hour,dayofweek,success
2024-01-01 09:15:00,42588.01,85.36322224886193,0.002348078720287064,40.94579671602345,1.4858402792127772,0.15627302479869912,17.3424082449481,45.12616433028138,0.4021400870974437,0.3513573813879679,9,0,True
2024-01-01 11:00:00,42695.16,85.011273957159,21.067961801760283,19.87110482780636,1.5813353037109927,0.15451734709842874,10.66127327068524,47.596175456093725,0.35360557495275424,0.5661839628839175,11,0,True
2024-01-01 19:45:00,43517.99,84.47161875027125,35.93686197363422,71.69448772794884,2.0965118240283953,0.2821148547663032,84.78843792342886,184.14686629951746,1.3385703948629555,1.7814665575558881,19,0,True
2024-01-02 00:45:00,45056.0,82.86758110944677,82.1200284090909,91.75914417613643,2.2988359786258425,0.5232742111404214,220.28646109197948,364.5870474867214,2.60540552813265,4.108019353203885,0,1,True
2024-01-02 01:45:00,44855.96,82.2015532716367,0.0022293581504079433,143.57958228962235,0.7654412690584825,0.6138999461514455,27.70946353629025,196.85614841012722,1.6173025677024764,3.2349141195955897,1,1,True
2024-01-04 15:15:00,44154.01,82.81918214714861,85.19045042568081,39.855949663461125,2.8413857784995615,0.45634586756672846,196.46091392174432,178.86667287563392,1.907741618073432,2.3288145510104385,15,3,True
2024-01-07 13:15:00,44386.49,86.15486518360495,99.43115574130698,21.200144458369774,4.047417074003673,0.19089141763631134,77.76087548814775,97.01774340309326,0.7778936256415401,0.8267768030191306,13,6,True
2024-01-08 06:15:00,44146.8,80.3213071180081,81.98555727708516,3.4679750287671296,4.117908389421916,0.3911948317884867,127.2710589098924,144.44531253590586,1.310921809527705,0.6944580189703293,6,0,True
2024-01-08 12:00:00,45141.09,86.67911424018243,175.24831589135232,13.050194401598079,6.127024106852604,0.4166555507251982,238.66351696630736,292.219939930819,2.4652337943563465,3.0098575588800256,12,0,True
2024-01-08 18:15:00,45998.81,89.4084675169651,4.95882393479259,271.7852918368976,1.3417008422120682,0.5856424795088625,192.17172215155125,230.360313715442,1.936990318483309,3.2285445835824733,18,0,True
2024-01-09 21:00:00,47918.36,81.95646077626957,661.477145711999,11.19403919499737,5.72348753029077,0.4962875547970715,222.3632088140604,278.9350555858022,2.391899583357332,2.6177163464185527,21,1,True
2024-01-11 11:00:00,46984.05,85.92932082540483,47.07767848876423,102.33685686951203,1.6393944957815405,0.3373561270868968,165.2808344071803,172.35216340871406,1.5477433932061007,1.2322514147258856,11,3,True
2024-01-11 12:00:00,47016.52,82.72519729202376,53.9512494757154,326.15769946393385,1.285825011171775,0.3942413675630847,33.42089218694473,156.83776221087103,1.132669716681193,1.2869330219858732,12,3,True
2024-01-13 06:15:00,43070.01,83.77891484117984,27.715340674404906,42.941712806659915,1.0356350833865844,0.32486476254425395,45.66613689998346,107.97245900839093,0.6696893511045451,0.14550135816520357,6,5,True
2024-01-13 06:45:00,43149.99,85.88049307198709,60.94787043983045,24.32677272926394,0.7530638747999627,0.320448675488852,19.995875894136937,84.18838623735776,0.7810968905018948,0.3825990011456874,6,5,True
2024-01-15 03:15:00,42617.85,81.01489275256718,27.885029394959275,48.53130789094282,0.8543340443487923,0.3945965632442099,68.00617434735271,79.96736026111756,0.9167453574416099,0.17115276417814212,3,0,True
2024-01-15 18:15:00,43156.0,84.39872325741871,76.5038465103354,56.6387060895357,2.918110924039679,0.3723451796141587,109.82214809123178,207.4339997242134,1.4129083926619177,1.2552279029563655,18,0,True
